source_excel_row,id,survey_date,Date,month,year,Lockdown,Not Lockdown,covid_period,intersection,road,period,time_period,passenger_car,pickup_van,large_bus,small_bus,truck,tuk_tuk,source_sha256,source_sheet,intersection_key,road_key,report_day,report_month,report_year,report_date,survey_date_parsed,survey_month,survey_year,report_quarter,start_time,end_time,period_hours,time_key,passenger_car_clean,passenger_car_zero_assumed,pickup_van_clean,pickup_van_zero_assumed,large_bus_clean,large_bus_zero_assumed,small_bus_clean,small_bus_zero_assumed,truck_clean,truck_zero_assumed,tuk_tuk_clean,tuk_tuk_zero_assumed,has_assumed_zero,numeric_unresolved,numeric_negative,numeric_fractional,exact_repeat,repeated_survey_key,repeated_report_key,candidate_eligible
7413,7412,3/8/2021,3,8,2021,1,0,โควิด,หน้าแมคโคร,นราธิวาส,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),0.0,0.0,0.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,หน้าแมคโคร,นราธิวาส,3,8,2021,2021-08-03,2021-08-03,8,2021,3,07:00,09:00,2.0,07:00-09:00,0.0,False,0.0,False,0.0,False,0,False,0,False,0,False,False,False,False,False,False,True,True,False
7419,7418,3/8/2021,3,8,2021,1,0,โควิด,หน้าแมคโคร,นราธิวาส,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),5509.0,1320.0,81.0,28,31,51,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,หน้าแมคโคร,นราธิวาส,3,8,2021,2021-08-03,2021-08-03,8,2021,3,16:00,19:00,3.0,16:00-19:00,5509.0,False,1320.0,False,81.0,False,28,False,31,False,51,False,False,False,False,False,False,True,True,False
7420,7419,3/8/2021,3,8,2021,1,0,โควิด,หน้าแมคโคร,นราธิวาส,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),0.0,0.0,0.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,หน้าแมคโคร,นราธิวาส,3,8,2021,2021-08-03,2021-08-03,8,2021,3,16:00,19:00,3.0,16:00-19:00,0.0,False,0.0,False,0.0,False,0,False,0,False,0,False,False,False,False,False,False,True,True,False
7426,7425,3/8/2021,3,8,2021,1,0,โควิด,หน้าแมคโคร,นราธิวาส,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-16.00 ),12302.0,4078.0,118.0,71,280,94,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,หน้าแมคโคร,นราธิวาส,3,8,2021,2021-08-03,2021-08-03,8,2021,3,09:00,16:00,7.0,09:00-16:00,12302.0,False,4078.0,False,118.0,False,71,False,280,False,94,False,False,False,False,False,False,True,True,False
7427,7426,3/8/2021,3,8,2021,1,0,โควิด,หน้าแมคโคร,นราธิวาส,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-16.00 ),0.0,0.0,0.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,หน้าแมคโคร,นราธิวาส,3,8,2021,2021-08-03,2021-08-03,8,2021,3,09:00,16:00,7.0,09:00-16:00,0.0,False,0.0,False,0.0,False,0,False,0,False,0,False,False,False,False,False,False,True,True,False
7694,7693,7/9/2021,7,9,2021,1,0,โควิด,บางโพ,อรุณอมรินทร์,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1166.0,212.0,45.0,0,8,28,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,บางโพ,อรุณอมรินทร์,7,9,2021,2021-09-07,2021-09-07,9,2021,3,07:00,09:00,2.0,07:00-09:00,1166.0,False,212.0,False,45.0,False,0,False,8,False,28,False,False,False,False,False,False,True,True,False
7695,7694,7/9/2021,7,9,2021,1,0,โควิด,บางโพ,อรุณอมรินทร์,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1358.0,320.0,36.0,0,4,158,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,บางโพ,อรุณอมรินทร์,7,9,2021,2021-09-07,2021-09-07,9,2021,3,07:00,09:00,2.0,07:00-09:00,1358.0,False,320.0,False,36.0,False,0,False,4,False,158,False,False,False,False,False,False,True,True,False
7698,7697,7/9/2021,7,9,2021,1,0,โควิด,บางโพ,อรุณอมรินทร์,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),1141.0,359.0,68.0,0,15,47,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,บางโพ,อรุณอมรินทร์,7,9,2021,2021-09-07,2021-09-07,9,2021,3,16:00,19:00,3.0,16:00-19:00,1141.0,False,359.0,False,68.0,False,0,False,15,False,47,False,False,False,False,False,False,True,True,False
7699,7698,7/9/2021,7,9,2021,1,0,โควิด,บางโพ,อรุณอมรินทร์,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),1485.0,394.0,40.0,0,6,164,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,บางโพ,อรุณอมรินทร์,7,9,2021,2021-09-07,2021-09-07,9,2021,3,16:00,19:00,3.0,16:00-19:00,1485.0,False,394.0,False,40.0,False,0,False,6,False,164,False,False,False,False,False,False,True,True,False
7702,7701,7/9/2021,7,9,2021,1,0,โควิด,บางโพ,อรุณอมรินทร์,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-16.00 ),3081.0,1028.0,151.0,1,53,145,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,บางโพ,อรุณอมรินทร์,7,9,2021,2021-09-07,2021-09-07,9,2021,3,09:00,16:00,7.0,09:00-16:00,3081.0,False,1028.0,False,151.0,False,1,False,53,False,145,False,False,False,False,False,False,True,True,False
7703,7702,7/9/2021,7,9,2021,1,0,โควิด,บางโพ,อรุณอมรินทร์,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-16.00 ),3898.0,1051.0,107.0,0,15,337,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,บางโพ,อรุณอมรินทร์,7,9,2021,2021-09-07,2021-09-07,9,2021,3,09:00,16:00,7.0,09:00-16:00,3898.0,False,1051.0,False,107.0,False,0,False,15,False,337,False,False,False,False,False,False,True,True,False
7773,7772,20/9/2021,20,9,2021,1,0,โควิด,จันทน์-นราธิวาส,เลียบคลองภาษีเจริญฝั่งเหนือ,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),3459.0,917.0,54.0,24,53,31,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,จันทน์-นราธิวาส,เลียบคลองภาษีเจริญฝั่งเหนือ,20,9,2021,2021-09-20,2021-09-20,9,2021,3,07:00,09:00,2.0,07:00-09:00,3459.0,False,917.0,False,54.0,False,24,False,53,False,31,False,False,False,False,False,False,True,True,False
7774,7773,20/9/2021,20,9,2021,1,0,โควิด,จันทน์-นราธิวาส,เลียบคลองภาษีเจริญฝั่งเหนือ,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1312.0,411.0,37.0,0,27,29,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,จันทน์-นราธิวาส,เลียบคลองภาษีเจริญฝั่งเหนือ,20,9,2021,2021-09-20,2021-09-20,9,2021,3,07:00,09:00,2.0,07:00-09:00,1312.0,False,411.0,False,37.0,False,0,False,27,False,29,False,False,False,False,False,False,True,True,False
8855,8854,16/3/2022,16,3,2022,0,1,หลังโควิด,คลองเตย,พระรามที่4,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),695.0,363.0,63.0,13,33,41,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,คลองเตย,พระรามที่4,16,3,2022,2022-03-16,2022-03-16,3,2022,1,16:00,19:00,3.0,16:00-19:00,695.0,False,363.0,False,63.0,False,13,False,33,False,41,False,False,False,False,False,False,True,True,False
8858,8857,16/3/2022,16,3,2022,0,1,หลังโควิด,คลองเตย,พระรามที่4,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),8079.0,2212.0,167.0,12,148,116,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,คลองเตย,พระรามที่4,16,3,2022,2022-03-16,2022-03-16,3,2022,1,16:00,19:00,3.0,16:00-19:00,8079.0,False,2212.0,False,167.0,False,12,False,148,False,116,False,False,False,False,False,False,True,True,False
9027,9026,22/4/2022,22,4,2022,0,1,หลังโควิด,คลองตัน,เพชรบุรี,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),2496.0,722.0,55.0,0,92,46,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,คลองตัน,เพชรบุรี,22,4,2022,2022-04-22,2022-04-22,4,2022,2,16:00,19:00,3.0,16:00-19:00,2496.0,False,722.0,False,55.0,False,0,False,92,False,46,False,False,False,False,False,False,True,True,False
9030,9029,22/4/2022,22,4,2022,0,1,หลังโควิด,คลองตัน,เพชรบุรี,เร่งด่วนเย็น,เร่งด่วนเย็น ( 16:00-19:00 ),4960.0,1231.0,39.0,1,20,3,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,คลองตัน,เพชรบุรี,22,4,2022,2022-04-22,2022-04-22,4,2022,2,16:00,19:00,3.0,16:00-19:00,4960.0,False,1231.0,False,39.0,False,1,False,20,False,3,False,False,False,False,False,False,True,True,False
13668,13667,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),562.0,113.0,1.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,562.0,False,113.0,False,1.0,False,0,False,0,False,0,False,False,False,False,False,False,True,True,False
13669,13668,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),1440.0,440.0,3.0,0,0,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,1440.0,False,440.0,False,3.0,False,0,False,0,False,1,False,False,False,False,False,False,True,True,False
13670,13669,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),405.0,96.0,0.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,405.0,False,96.0,False,0.0,False,0,False,0,False,0,False,False,False,False,False,False,True,True,False
13671,13670,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),2940.0,473.0,3.0,0,31,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,2940.0,False,473.0,False,3.0,False,0,False,31,False,0,False,False,False,False,False,False,True,True,False
13672,13671,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),4585.0,1656.0,10.0,8,170,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,4585.0,False,1656.0,False,10.0,False,8,False,170,False,2,False,False,False,False,False,False,True,True,False
13673,13672,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),1544.0,479.0,2.0,0,8,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,1544.0,False,479.0,False,2.0,False,0,False,8,False,1,False,False,False,False,False,False,True,True,False
13674,13673,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),8153.0,1292.0,143.0,8,44,4,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,8153.0,False,1292.0,False,143.0,False,8,False,44,False,4,False,False,False,False,False,False,True,True,False
13675,13674,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),19144.0,4635.0,656.0,22,326,12,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,19144.0,False,4635.0,False,656.0,False,22,False,326,False,12,False,False,False,False,False,False,True,True,False
13676,13675,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),5188.0,1056.0,153.0,5,30,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,5188.0,False,1056.0,False,153.0,False,5,False,30,False,2,False,False,False,False,False,False,True,True,False
13677,13676,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),855.0,204.0,1.0,0,3,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,855.0,False,204.0,False,1.0,False,0,False,3,False,0,False,False,False,False,False,False,True,True,False
13678,13677,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),2955.0,1145.0,0.0,0,95,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,2955.0,False,1145.0,False,0.0,False,0,False,95,False,1,False,False,False,False,False,False,True,True,False
13679,13678,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),1191.0,211.0,0.0,0,7,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,1191.0,False,211.0,False,0.0,False,0,False,7,False,0,False,False,False,False,False,False,True,True,False
13680,13679,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),248.0,100.0,19.0,0,6,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,4,8,2025,2025-08-04,2025-08-04,8,2025,3,07:00,09:00,2.0,07:00-09:00,248.0,False,100.0,False,19.0,False,0,False,6,False,0,False,False,False,False,False,False,True,True,False
13681,13680,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),765.0,353.0,0.0,0,6,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,4,8,2025,2025-08-04,2025-08-04,8,2025,3,09:00,17:00,8.0,09:00-17:00,765.0,False,353.0,False,0.0,False,0,False,6,False,2,False,False,False,False,False,False,True,True,False
13682,13681,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),117.0,97.0,0.0,0,1,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,4,8,2025,2025-08-04,2025-08-04,8,2025,3,17:00,19:00,2.0,17:00-19:00,117.0,False,97.0,False,0.0,False,0,False,1,False,0,False,False,False,False,False,False,True,True,False
13683,13682,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),2504.0,378.0,1.0,0,10,226,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,4,8,2025,2025-08-04,2025-08-04,8,2025,3,07:00,09:00,2.0,07:00-09:00,2504.0,False,378.0,False,1.0,False,0,False,10,False,226,False,False,False,False,False,False,True,True,False
13684,13683,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),7429.0,2207.0,0.0,0,72,600,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,4,8,2025,2025-08-04,2025-08-04,8,2025,3,09:00,17:00,8.0,09:00-17:00,7429.0,False,2207.0,False,0.0,False,0,False,72,False,600,False,False,False,False,False,False,True,True,False
13685,13684,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),2026.0,476.0,0.0,0,6,205,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,4,8,2025,2025-08-04,2025-08-04,8,2025,3,17:00,19:00,2.0,17:00-19:00,2026.0,False,476.0,False,0.0,False,0,False,6,False,205,False,False,False,False,False,False,True,True,False
13686,13685,5 /8/2025,5,8,2025,0,1,หลังโควิด,สามแยกพิชัย,พิชัย,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),218.0,63.0,10.0,0,6,5,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามแยกพิชัย,พิชัย,5,8,2025,2025-08-05,2025-08-05,8,2025,3,07:00,09:00,2.0,07:00-09:00,218.0,False,63.0,False,10.0,False,0,False,6,False,5,False,False,False,False,False,False,True,True,False
13687,13686,5 /8/2025,5,8,2025,0,1,หลังโควิด,สามแยกพิชัย,พิชัย,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),687.0,379.0,28.0,0,19,11,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามแยกพิชัย,พิชัย,5,8,2025,2025-08-05,2025-08-05,8,2025,3,09:00,17:00,8.0,09:00-17:00,687.0,False,379.0,False,28.0,False,0,False,19,False,11,False,False,False,False,False,False,True,True,False
13688,13687,5 /8/2025,5,8,2025,0,1,หลังโควิด,สามแยกพิชัย,พิชัย,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),135.0,104.0,5.0,0,4,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามแยกพิชัย,พิชัย,5,8,2025,2025-08-05,2025-08-05,8,2025,3,17:00,19:00,2.0,17:00-19:00,135.0,False,104.0,False,5.0,False,0,False,4,False,0,False,False,False,False,False,False,True,True,False
13689,13688,5 /8/2025,5,8,2025,0,1,หลังโควิด,สามแยกพิชัย,อำนวยสงคราม,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1746.0,350.0,14.0,0,14,11,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามแยกพิชัย,อำนวยสงคราม,5,8,2025,2025-08-05,2025-08-05,8,2025,3,07:00,09:00,2.0,07:00-09:00,1746.0,False,350.0,False,14.0,False,0,False,14,False,11,False,False,False,False,False,False,True,True,False
13690,13689,5 /8/2025,5,8,2025,0,1,หลังโควิด,สามแยกพิชัย,อำนวยสงคราม,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),4207.0,1447.0,41.0,0,54,36,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามแยกพิชัย,อำนวยสงคราม,5,8,2025,2025-08-05,2025-08-05,8,2025,3,09:00,17:00,8.0,09:00-17:00,4207.0,False,1447.0,False,41.0,False,0,False,54,False,36,False,False,False,False,False,False,True,True,False
13691,13690,5 /8/2025,5,8,2025,0,1,หลังโควิด,สามแยกพิชัย,อำนวยสงคราม,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),1242.0,434.0,10.0,0,2,7,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามแยกพิชัย,อำนวยสงคราม,5,8,2025,2025-08-05,2025-08-05,8,2025,3,17:00,19:00,2.0,17:00-19:00,1242.0,False,434.0,False,10.0,False,0,False,2,False,7,False,False,False,False,False,False,True,True,False
13692,13691,6 /8/2025,6,8,2025,0,1,หลังโควิด,กม.11,กำแพงเพชร2,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),6407.0,1216.0,230.0,97,22,8,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,กม.11,กำแพงเพชร2,6,8,2025,2025-08-06,2025-08-06,8,2025,3,07:00,09:00,2.0,07:00-09:00,6407.0,False,1216.0,False,230.0,False,97,False,22,False,8,False,False,False,False,False,False,True,True,False
13693,13692,6 /8/2025,6,8,2025,0,1,หลังโควิด,กม.11,กำแพงเพชร2,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),21265.0,6205.0,773.0,499,265,31,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,กม.11,กำแพงเพชร2,6,8,2025,2025-08-06,2025-08-06,8,2025,3,09:00,17:00,8.0,09:00-17:00,21265.0,False,6205.0,False,773.0,False,499,False,265,False,31,False,False,False,False,False,False,True,True,False
13694,13693,6 /8/2025,6,8,2025,0,1,หลังโควิด,กม.11,กำแพงเพชร2,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),5811.0,1803.0,193.0,84,57,11,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,กม.11,กำแพงเพชร2,6,8,2025,2025-08-06,2025-08-06,8,2025,3,17:00,19:00,2.0,17:00-19:00,5811.0,False,1803.0,False,193.0,False,84,False,57,False,11,False,False,False,False,False,False,True,True,False
13695,13694,6 /8/2025,6,8,2025,0,1,หลังโควิด,กม.11,นิคมรถไฟสาย1,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),166.0,24.0,0.0,1,2,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,กม.11,นิคมรถไฟสาย1,6,8,2025,2025-08-06,2025-08-06,8,2025,3,07:00,09:00,2.0,07:00-09:00,166.0,False,24.0,False,0.0,False,1,False,2,False,1,False,False,False,False,False,False,True,True,False
13696,13695,6 /8/2025,6,8,2025,0,1,หลังโควิด,กม.11,นิคมรถไฟสาย1,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),508.0,154.0,0.0,4,43,3,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,กม.11,นิคมรถไฟสาย1,6,8,2025,2025-08-06,2025-08-06,8,2025,3,09:00,17:00,8.0,09:00-17:00,508.0,False,154.0,False,0.0,False,4,False,43,False,3,False,False,False,False,False,False,True,True,False
13697,13696,6 /8/2025,6,8,2025,0,1,หลังโควิด,กม.11,นิคมรถไฟสาย1,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),146.0,33.0,0.0,1,3,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,กม.11,นิคมรถไฟสาย1,6,8,2025,2025-08-06,2025-08-06,8,2025,3,17:00,19:00,2.0,17:00-19:00,146.0,False,33.0,False,0.0,False,1,False,3,False,1,False,False,False,False,False,False,True,True,False
